Código,Nome do Exercício,grupo_muscular,musculo_foco,url
487,Remada no Banco Inclinado,Costas,Dorsais e Trapézio,https://rcstorestaff.com.br/exercicios_html/487
488,Flexão Hindu,Peito,Peitoral,https://rcstorestaff.com.br/exercicios_html/488
489,Tate Press,Tríceps,Tríceps,https://rcstorestaff.com.br/exercicios_html/489
490,Tríceps Coice na Polia,Tríceps,Tríceps,https://rcstorestaff.com.br/exercicios_html/490
491,Rosca Scott com Halter,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/491
494,Remada Cavalinho,Costas,Dorsais e Trapézio,https://rcstorestaff.com.br/exercicios_html/494
495,Elevação Lateral no Banco Inclinado,Ombro,Deltoide Lateral,https://rcstorestaff.com.br/exercicios_html/495
496,Elevação Lateral Unilateral com Halteres,Ombro,Deltoide Lateral,https://rcstorestaff.com.br/exercicios_html/496
497,Crucifixo Inverso em Pé,Ombro,Deltoide Posterior,https://rcstorestaff.com.br/exercicios_html/497
499,Elevação de Panturrilha Unilateral,Perna,Panturrilha,https://rcstorestaff.com.br/exercicios_html/499
507,Crucifixo Inverso no Peck Deck com Pegada Pronada,Ombro,Deltoide Posterior,https://rcstorestaff.com.br/exercicios_html/507
565,Passada Lateral com Faixa Elástica,Perna,Membros Inferiores,https://rcstorestaff.com.br/exercicios_html/565
566,Agachamento com Faixa Elástica,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/566
567,Agachamento Pistola com Faixa Elástica,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/567
568,Glúteo com Faixa Elástica,Glúteo,Glúteo Máximo,https://rcstorestaff.com.br/exercicios_html/568
569,Concha com Faixa Elástica,Glúteo,Glúteo Máximo,https://rcstorestaff.com.br/exercicios_html/569
570,Leg Press Unilateral com Faixa Elástica,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/570
571,Elevação de Perna Lateral com Faixa Elástica,Glúteo,Glúteo Máximo,https://rcstorestaff.com.br/exercicios_html/571
572,Agachamento e Salto com Faixa Elástica,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/572
573,Monster Walk,Glúteo,Glúteo Máximo,https://rcstorestaff.com.br/exercicios_html/573
574,Elevação de Quadril com Faixa Elástica,Glúteo,Glúteo Máximo,https://rcstorestaff.com.br/exercicios_html/574
575,Elevação Quadril Unilateral com Faixa Elástica,Glúteo,Glúteo Máximo,https://rcstorestaff.com.br/exercicios_html/575
576,Flexão do Quadril Unilateral com Faixa Elástica,Perna,Membros Inferiores,https://rcstorestaff.com.br/exercicios_html/576
577,Extensão do Quadril Unilateral com Faixa Elástica,Glúteo,Glúteo Máximo,https://rcstorestaff.com.br/exercicios_html/577
578,Abdutor Unilateral com Faixa Elástica,Glúteo,Glúteo Máximo,https://rcstorestaff.com.br/exercicios_html/578
579,Adutor Unilateral com Faixa Elástica,Perna,Adutores,https://rcstorestaff.com.br/exercicios_html/579
580,Flexão Plantar Unilateral com Faixa Elástica,Perna,Panturrilha,https://rcstorestaff.com.br/exercicios_html/580
581,Supino Reto em Pé com Faixa Elástica,Peito,Peitoral Médio,https://rcstorestaff.com.br/exercicios_html/581
582,Remada Fechada com Faixa Elástica,Costas,Dorsais e Trapézio,https://rcstorestaff.com.br/exercicios_html/582
583,Elevação Lateral com Faixa Elástica,Ombro,Deltoide Lateral,https://rcstorestaff.com.br/exercicios_html/583
584,Crucifixo Inverso com Faixa Elástica,Costas,Dorsais,https://rcstorestaff.com.br/exercicios_html/584
585,Rosca Direta com Faixa Elástica,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/585
586,Tríceps Extensão com Faixa Elástica,Tríceps,Tríceps,https://rcstorestaff.com.br/exercicios_html/586
587,Flexão com Faixa Elástica,Peito,Peitoral,https://rcstorestaff.com.br/exercicios_html/587
588,Pallof Press com Faixa Elástica,Abdome,Reto Abdominal,https://rcstorestaff.com.br/exercicios_html/588
589,Agachamento Resistência com Faixa Elástica,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/589
